secret,turns,path
sloth,3,salet(g_y_y) -> still(gy_y_) -> sloth(ggggg)
slump,3,salet(g_y__) -> plink(yg___) -> slump(ggggg)
slung,3,salet(g_y__) -> plink(_g_g_) -> slung(ggggg)
slunk,3,salet(g_y__) -> plink(_g_gg) -> slunk(ggggg)
slurp,4,salet(g_y__) -> plink(yg___) -> slump(ggg_g) -> slurp(ggggg)
slush,3,salet(g_y__) -> plink(_g___) -> slush(ggggg)
slyly,4,salet(g_y__) -> plink(_g___) -> slush(gg___) -> slyly(ggggg)
smack,3,salet(gy___) -> cramp(y_gy_) -> smack(ggggg)
small,3,salet(gyy__) -> chill(___gg) -> small(ggggg)
smart,3,salet(gy__g) -> charm(__ggy) -> smart(ggggg)
smash,3,salet(gy___) -> cramp(__gy_) -> smash(ggggg)
smear,3,salet(gy_y_) -> pharm(__yyy) -> smear(ggggg)
smell,3,salet(g_yy_) -> chemo(__gy_) -> smell(ggggg)
smelt,3,salet(g_yyg) -> spelt(g_ggg) -> smelt(ggggg)
smile,3,salet(g_yy_) -> chemo(__yy_) -> smile(ggggg)
smirk,4,salet(g____) -> unrip(__yy_) -> shirk(g_ggg) -> smirk(ggggg)
smite,3,salet(g__yy) -> mourn(y____) -> smite(ggggg)
smith,4,salet(g___y) -> pinko(_y___) -> stiff(gyg__) -> smith(ggggg)
smock,4,salet(g____) -> unrip(_____) -> shook(g_g_g) -> smock(ggggg)
smoke,3,salet(g__y_) -> prink(____y) -> smoke(ggggg)
smoky,4,salet(g____) -> unrip(_____) -> shook(g_g_y) -> smoky(ggggg)
smote,3,salet(g__yy) -> mourn(yy___) -> smote(ggggg)
snack,3,salet(gy___) -> cramp(y_g__) -> snack(ggggg)
snail,3,salet(gyy__) -> chill(__y_g) -> snail(ggggg)
snake,3,salet(gy_y_) -> pharm(__g__) -> snake(ggggg)
snaky,3,salet(gy___) -> cramp(__g__) -> snaky(ggggg)
snare,3,salet(gy_y_) -> pharm(__gg_) -> snare(ggggg)
snarl,3,salet(gyy__) -> chill(____g) -> snarl(ggggg)
sneak,3,salet(gy_y_) -> pharm(__y__) -> sneak(ggggg)
sneer,3,salet(g__g_) -> hewer(_y_gg) -> sneer(ggggg)
snide,3,salet(g__y_) -> prink(__gy_) -> snide(ggggg)
sniff,3,salet(g____) -> unrip(_g_y_) -> sniff(ggggg)
snipe,3,salet(g__y_) -> prink(y_gy_) -> snipe(ggggg)
snoop,3,salet(g____) -> unrip(_g__g) -> snoop(ggggg)
snore,3,salet(g__y_) -> prink(_y_y_) -> snore(ggggg)
snort,3,salet(g___g) -> churn(___gy) -> snort(ggggg)
snout,3,salet(g___g) -> churn(__y_y) -> snout(ggggg)
snowy,3,salet(g____) -> unrip(_g___) -> snowy(ggggg)
snuck,3,salet(g____) -> unrip(yg___) -> snuck(ggggg)
snuff,4,salet(g____) -> unrip(yg___) -> snuck(ggg__) -> snuff(ggggg)
soapy,4,salet(gy___) -> cramp(__g_y) -> spank(gyg__) -> soapy(ggggg)
sober,4,salet(g__g_) -> hewer(___gg) -> urari(_y___) -> sober(ggggg)
soggy,4,salet(g____) -> unrip(_____) -> shook(g_y__) -> soggy(ggggg)
solar,2,salet(gyg__) -> solar(ggggg)
solid,3,salet(g_g__) -> silky(gyg__) -> solid(ggggg)
solve,2,salet(g_gy_) -> solve(ggggg)
sonar,4,salet(gy___) -> cramp(_yy__) -> sugar(g__gg) -> sonar(ggggg)
sonic,3,salet(g____) -> unrip(_y_g_) -> sonic(ggggg)
sooth,4,salet(g___y) -> pinko(____y) -> story(gyg__) -> sooth(ggggg)
sooty,4,salet(g___y) -> pinko(____y) -> story(gyg_g) -> sooty(ggggg)
sorry,3,salet(g____) -> unrip(__g__) -> sorry(ggggg)
sound,4,salet(g____) -> unrip(yy___) -> doggy(yg___) -> sound(ggggg)
south,4,salet(g___y) -> pinko(____y) -> story(gyy__) -> south(ggggg)
sower,3,salet(g__g_) -> hewer(__ggg) -> sower(ggggg)
space,4,salet(gy_y_) -> pharm(y_g__) -> spade(ggg_g) -> space(ggggg)
spade,3,salet(gy_y_) -> pharm(y_g__) -> spade(ggggg)
spank,3,salet(gy___) -> cramp(__g_y) -> spank(ggggg)
spare,3,salet(gy_y_) -> pharm(y_gg_) -> spare(ggggg)
spark,3,salet(gy___) -> cramp(_yg_y) -> spark(ggggg)
spasm,3,salet(gy___) -> cramp(__gyy) -> spasm(ggggg)
spawn,4,salet(gy___) -> cramp(__g_y) -> spank(gggy_) -> spawn(ggggg)
speak,3,salet(gy_y_) -> pharm(y_y__) -> speak(ggggg)
spear,3,salet(gy_y_) -> pharm(y_yy_) -> spear(ggggg)
speck,3,salet(g__y_) -> prink(y___g) -> speck(ggggg)
speed,3,salet(g__g_) -> hewer(_y_g_) -> speed(ggggg)
spell,3,salet(g_yy_) -> chemo(__g__) -> spell(ggggg)
spelt,2,salet(g_yyg) -> spelt(ggggg)
spend,3,salet(g__y_) -> prink(y__g_) -> spend(ggggg)
spent,2,salet(g__yg) -> spent(ggggg)
sperm,4,salet(g__y_) -> prink(yy___) -> spore(gg_gy) -> sperm(ggggg)
spice,3,salet(g__y_) -> prink(y_g__) -> spice(ggggg)
spicy,4,salet(g____) -> unrip(___yy) -> spiky(ggg_g) -> spicy(ggggg)
spied,3,salet(g__g_) -> hewer(___g_) -> spied(ggggg)
spiel,2,salet(g_yg_) -> spiel(ggggg)
spike,3,salet(g__y_) -> prink(y_g_y) -> spike(ggggg)
spiky,3,salet(g____) -> unrip(___yy) -> spiky(ggggg)
spill,3,salet(g_y__) -> plink(yyg__) -> spill(ggggg)
spilt,3,salet(g_y_g) -> stilt(g_ggg) -> spilt(ggggg)
spine,3,salet(g__y_) -> prink(y_gg_) -> spine(ggggg)
spiny,3,salet(g____) -> unrip(_y_yy) -> spiny(ggggg)
spire,3,salet(g__y_) -> prink(yyg__) -> spire(ggggg)
spite,3,salet(g__yy) -> mourn(_____) -> spite(ggggg)
splat,2,salet(gyg_g) -> splat(ggggg)
split,2,salet(g_g_g) -> split(ggggg)
spoil,3,salet(g_y__) -> plink(yyy__) -> spoil(ggggg)
spoke,3,salet(g__y_) -> prink(y___y) -> spoke(ggggg)
spoof,3,salet(g____) -> unrip(____y) -> spoof(ggggg)
spook,4,salet(g____) -> unrip(____y) -> spoof(gggg_) -> spook(ggggg)
spool,3,salet(g_y__) -> plink(yy___) -> spool(ggggg)
spoon,3,salet(g____) -> unrip(_y__y) -> spoon(ggggg)
spore,3,salet(g__y_) -> prink(yy___) -> spore(ggggg)
sport,3,salet(g___g) -> churn(___g_) -> sport(ggggg)
spout,3,salet(g___g) -> churn(__y__) -> spout(ggggg)
spray,3,salet(gy___) -> cramp(_yy_y) -> spray(ggggg)
spree,3,salet(g__g_) -> hewer(_y_gy) -> spree(ggggg)
sprig,3,salet(g____) -> unrip(__ggy) -> sprig(ggggg)
spunk,3,salet(g____) -> unrip(yy__y) -> spunk(ggggg)
spurn,3,salet(g____) -> unrip(yyy_y) -> spurn(ggggg)
spurt,3,salet(g___g) -> churn(__gg_) -> spurt(ggggg)
squad,3,salet(gy___) -> cramp(__y__) -> squad(ggggg)
squat,3,salet(gy__g) -> charm(__y__) -> squat(ggggg)
squib,3,salet(g____) -> unrip(y__g_) -> squib(ggggg)
stack,3,salet(gy__y) -> prink(____g) -> stack(ggggg)
staff,4,salet(gy__y) -> prink(_____) -> swath(g_gy_) -> staff(ggggg)
stage,3,salet(gy_yy) -> gryke(y___g) -> stage(ggggg)
staid,3,salet(gy__y) -> prink(__y__) -> staid(ggggg)
stain,3,salet(gy__y) -> prink(__yy_) -> stain(ggggg)
stair,3,salet(gy__y) -> prink(_yy__) -> stair(ggggg)
stake,3,salet(gy_yy) -> gryke(___gg) -> stake(ggggg)
stale,3,salet(gyyyy) -> steal(ggyyy) -> stale(ggggg)
stalk,3,salet(gyy_y) -> stall(gggg_) -> stalk(ggggg)
stall,2,salet(gyy_y) -> stall(ggggg)
stamp,3,salet(gy__y) -> prink(y____) -> stamp(ggggg)
stand,3,salet(gy__y) -> prink(___g_) -> stand(ggggg)
stank,3,salet(gy__y) -> prink(___gg) -> stank(ggggg)
stare,3,salet(gy_yy) -> gryke(_y__g) -> stare(ggggg)
stark,3,salet(gy__y) -> prink(_y__g) -> stark(ggggg)
start,3,salet(gy__g) -> charm(__gg_) -> start(ggggg)
stash,4,salet(gy__y) -> prink(_____) -> swath(g_gyg) -> stash(ggggg)
state,4,salet(gy_yy) -> gryke(____g) -> stave(ggg_g) -> state(ggggg)
stave,3,salet(gy_yy) -> gryke(____g) -> stave(ggggg)
stead,3,salet(gy_yy) -> gryke(____y) -> stead(ggggg)
steak,3,salet(gy_yy) -> gryke(___yy) -> steak(ggggg)
steal,2,salet(gyyyy) -> steal(ggggg)
steam,4,salet(gy_yy) -> gryke(____y) -> stead(gggg_) -> steam(ggggg)
steed,3,salet(g__gy) -> repot(_y__y) -> steed(ggggg)
steel,2,salet(g_ygy) -> steel(ggggg)
steep,3,salet(g__gy) -> repot(_yy_y) -> steep(ggggg)
steer,3,salet(g__gy) -> repot(yy__y) -> steer(ggggg)
stein,3,salet(g__yy) -> mourn(____g) -> stein(ggggg)
stern,3,salet(g__yy) -> mourn(___gg) -> stern(ggggg)
stick,3,salet(g___y) -> pinko(_y_y_) -> stick(ggggg)
stiff,3,salet(g___y) -> pinko(_y___) -> stiff(ggggg)
still,2,salet(g_y_y) -> still(ggggg)
stilt,2,salet(g_y_g) -> stilt(ggggg)
sting,3,salet(g___y) -> pinko(_yy__) -> sting(ggggg)
stink,3,salet(g___y) -> pinko(_yyy_) -> stink(ggggg)
stint,3,salet(g___g) -> churn(____y) -> stint(ggggg)
stock,4,salet(g___y) -> pinko(___yy) -> stork(ggg_g) -> stock(ggggg)
stoic,3,salet(g___y) -> pinko(_y__y) -> stoic(ggggg)
stoke,3,salet(g__yy) -> mourn(_y___) -> stoke(ggggg)
stole,2,salet(g_yyy) -> stole(ggggg)
stomp,3,salet(g___y) -> pinko(y___y) -> stomp(ggggg)
stone,3,salet(g__yy) -> mourn(_y__y) -> stone(ggggg)
stony,3,salet(g___y) -> pinko(__y_y) -> stony(ggggg)
stood,4,salet(g___y) -> pinko(____y) -> story(ggg__) -> stood(ggggg)
stool,3,salet(g_y_y) -> still(gg__g) -> stool(ggggg)
stoop,4,salet(g___y) -> pinko(y___y) -> stomp(ggg_g) -> stoop(ggggg)
store,3,salet(g__yy) -> mourn(_y_g_) -> store(ggggg)
stork,3,salet(g___y) -> pinko(___yy) -> stork(ggggg)
storm,4,salet(g___y) -> pinko(____y) -> story(gggg_) -> storm(ggggg)
story,3,salet(g___y) -> pinko(____y) -> story(ggggg)
stout,4,salet(g___g) -> churn(__y__) -> spout(g_ggg) -> stout(ggggg)
stove,4,salet(g__yy) -> mourn(_y___) -> stoke(ggg_g) -> stove(ggggg)
strap,3,salet(gy__y) -> prink(yy___) -> strap(ggggg)
straw,4,salet(gy__y) -> prink(_y___) -> stray(gggg_) -> straw(ggggg)
stray,3,salet(gy__y) -> prink(_y___) -> stray(ggggg)
strip,3,salet(g___y) -> pinko(yy___) -> strip(ggggg)
strut,3,salet(g___g) -> churn(__yy_) -> strut(ggggg)
stuck,3,salet(g___y) -> pinko(___y_) -> stuck(ggggg)
study,4,salet(g___y) -> pinko(_____) -> stuff(ggg__) -> study(ggggg)
stuff,3,salet(g___y) -> pinko(_____) -> stuff(ggggg)
stump,3,salet(g___y) -> pinko(y____) -> stump(ggggg)
stung,3,salet(g___y) -> pinko(__y__) -> stung(ggggg)
stunk,3,salet(g___y) -> pinko(__yy_) -> stunk(ggggg)
stunt,3,salet(g___g) -> churn(__g_y) -> stunt(ggggg)
style,3,salet(g_yyy) -> stole(gg_gg) -> style(ggggg)
suave,4,salet(gy_y_) -> pharm(__g__) -> snake(g_g_g) -> suave(ggggg)
sugar,3,salet(gy___) -> cramp(_yy__) -> sugar(ggggg)
suing,3,salet(g____) -> unrip(yy_y_) -> suing(ggggg)
suite,4,salet(g__yy) -> mourn(__y__) -> setup(gyyy_) -> suite(ggggg)
sulky,3,salet(g_g__) -> silky(g_ggg) -> sulky(ggggg)
sully,3,salet(g_g__) -> silky(g_g_g) -> sully(ggggg)
sumac,3,salet(gy___) -> cramp(y_yy_) -> sumac(ggggg)
sunny,4,salet(g____) -> unrip(yy___) -> doggy(____g) -> sunny(ggggg)
super,4,salet(g__g_) -> hewer(___gg) -> urari(yy___) -> super(ggggg)
surer,4,salet(g__g_) -> hewer(___gg) -> urari(yy_y_) -> surer(ggggg)
surge,4,salet(g__y_) -> prink(_y___) -> lurch(_gg__) -> surge(ggggg)
surly,3,salet(g_y__) -> plink(_y___) -> surly(ggggg)
sushi,3,salet(g____) -> unrip(y__y_) -> sushi(ggggg)
swami,3,salet(gy___) -> cramp(__gg_) -> swami(ggggg)
swamp,3,salet(gy___) -> cramp(__ggg) -> swamp(ggggg)
swarm,3,salet(gy___) -> cramp(_ygy_) -> swarm(ggggg)
swash,4,salet(gy___) -> cramp(__g__) -> snaky(g_g__) -> swash(ggggg)
swath,3,salet(gy__y) -> prink(_____) -> swath(ggggg)
swear,3,salet(gy_y_) -> pharm(__yy_) -> swear(ggggg)
sweat,2,salet(gy_yg) -> sweat(ggggg)
sweep,3,salet(g__g_) -> hewer(_yyg_) -> sweep(ggggg)
sweet,3,salet(g__gg) -> sheet(g_ggg) -> sweet(ggggg)
swell,4,salet(g_yy_) -> chemo(__g__) -> spell(g_ggg) -> swell(ggggg)
swept,3,salet(g__yg) -> spent(gyg_g) -> swept(ggggg)
swift,3,salet(g___g) -> churn(_____) -> swift(ggggg)
swill,3,salet(g_y__) -> plink(_yg__) -> swill(ggggg)
swine,4,salet(g__y_) -> prink(__gg_) -> shine(g_ggg) -> swine(ggggg)
swing,4,salet(g____) -> unrip(_y_y_) -> shiny(g_gg_) -> swing(ggggg)
swirl,4,salet(g_y__) -> plink(_yg__) -> swill(ggg_g) -> swirl(ggggg)
swish,4,salet(g____) -> unrip(___y_) -> skiff(g_g__) -> swish(ggggg)
swoon,4,salet(g____) -> unrip(_y___) -> shown(g_gyg) -> swoon(ggggg)
swoop,4,salet(g____) -> unrip(____g) -> scoop(g_ggg) -> swoop(ggggg)
sword,3,salet(g____) -> unrip(__y__) -> sword(ggggg)
swore,4,salet(g__y_) -> prink(_y___) -> lurch(__y__) -> swore(ggggg)
sworn,4,salet(g____) -> unrip(_yy__) -> chiru(___g_) -> sworn(ggggg)
swung,4,salet(g____) -> unrip(yy___) -> doggy(__y__) -> swung(ggggg)
synod,4,salet(g____) -> unrip(_y___) -> shown(g_y_y) -> synod(ggggg)
syrup,3,salet(g____) -> unrip(y_g_g) -> syrup(ggggg)
tabby,3,salet(_g__y) -> pubco(__g__) -> tabby(ggggg)
table,3,salet(_gyyy) -> lathe(ygy_g) -> table(ggggg)
taboo,3,salet(_g__y) -> pubco(__g_g) -> taboo(ggggg)
tacit,3,salet(_g__g) -> thing(g_y__) -> tacit(ggggg)
tacky,3,salet(_g__y) -> pubco(___y_) -> tacky(ggggg)
taffy,4,salet(_g__y) -> pubco(_____) -> turnt(g____) -> taffy(ggggg)
taint,3,salet(_g__g) -> thing(g_gg_) -> taint(ggggg)
taken,3,salet(_g_gy) -> terek(g__gy) -> taken(ggggg)
taker,3,salet(_g_gy) -> terek(g_ygy) -> taker(ggggg)
tally,3,salet(_gg_y) -> talon(ggg__) -> tally(ggggg)
talon,2,salet(_gg_y) -> talon(ggggg)
tamer,3,salet(_g_gy) -> terek(g_yg_) -> tamer(ggggg)
tango,4,salet(_g__y) -> pubco(____g) -> ratio(_gy_g) -> tango(ggggg)
tangy,4,salet(_g__y) -> pubco(_____) -> turnt(g__y_) -> tangy(ggggg)
taper,4,salet(_g_gy) -> terek(g_yg_) -> tamer(gg_gg) -> taper(ggggg)
tapir,3,salet(_g__y) -> pubco(y____) -> tapir(ggggg)
tardy,4,salet(_g__y) -> pubco(_____) -> turnt(g_g__) -> tardy(ggggg)
tarot,3,salet(_g__g) -> thing(g____) -> tarot(ggggg)
taste,4,salet(yg_yy) -> porch(_____) -> timbo(g____) -> taste(ggggg)
tasty,3,salet(yg__y) -> tanty(gg_gg) -> tasty(ggggg)
tatty,4,salet(_g__y) -> pubco(_____) -> turnt(g___y) -> tatty(ggggg)
taunt,3,salet(_g__g) -> thing(g__g_) -> taunt(ggggg)
tawny,4,salet(_g__y) -> pubco(_____) -> turnt(g__g_) -> tawny(ggggg)
teach,3,salet(_y_yy) -> grate(__gyy) -> teach(ggggg)
teary,3,salet(_y_yy) -> grate(_ygyy) -> teary(ggggg)
tease,2,salet(yy_yy) -> tease(ggggg)
teddy,3,salet(___yy) -> trite(g___y) -> teddy(ggggg)
teeth,3,salet(___yy) -> trite(g__gy) -> teeth(ggggg)
tempo,4,salet(___yy) -> trite(g___y) -> teddy(gg___) -> tempo(ggggg)
tenet,3,salet(___gg) -> cerne(_g_yy) -> tenet(ggggg)
tenor,3,salet(___yy) -> trite(gy__y) -> tenor(ggggg)
tense,3,salet(y__yy) -> troth(g____) -> tense(ggggg)
tenth,4,salet(___yy) -> trite(g__gy) -> teeth(gg_gg) -> tenth(ggggg)
tepee,4,salet(___gy) -> mohur(_____) -> tweed(g_yg_) -> tepee(ggggg)
tepid,3,salet(___yy) -> trite(g_y_y) -> tepid(ggggg)
terra,4,salet(_y_yy) -> grate(_yyyy) -> extra(y_ygg) -> terra(ggggg)
terse,3,salet(y__yy) -> troth(gy___) -> terse(ggggg)
testy,3,salet(y__yy) -> troth(g__g_) -> testy(ggggg)
thank,3,salet(_y__y) -> conia(__y_y) -> thank(ggggg)
theft,3,salet(___yg) -> runic(_____) -> theft(ggggg)
their,3,salet(___yy) -> trite(gyy_y) -> their(ggggg)
theme,3,salet(___yy) -> trite(g___g) -> theme(ggggg)
there,3,salet(___yy) -> trite(gy__g) -> there(ggggg)
these,3,salet(y__yy) -> troth(g___y) -> these(ggggg)
theta,3,salet(_y_yy) -> grate(__ygy) -> theta(ggggg)
thick,4,salet(____y) -> north(___yy) -> pithy(_yyy_) -> thick(ggggg)
thief,3,salet(___gy) -> mohur(__y__) -> thief(ggggg)
thigh,4,salet(____y) -> north(___yg) -> hiked(yy___) -> thigh(ggggg)
thing,4,salet(____y) -> north(y__yy) -> think(gggg_) -> thing(ggggg)
think,3,salet(____y) -> north(y__yy) -> think(ggggg)
third,3,salet(____y) -> north(__yyy) -> third(ggggg)
thong,3,salet(____y) -> north(yy_yy) -> thong(ggggg)
thorn,3,salet(____y) -> north(yyyyy) -> thorn(ggggg)
those,3,salet(y__yy) -> troth(g_g_y) -> those(ggggg)
three,4,salet(___gy) -> mohur(__y_y) -> threw(gggg_) -> three(ggggg)
threw,3,salet(___gy) -> mohur(__y_y) -> threw(ggggg)
throb,4,salet(____y) -> north(_ygyy) -> throw(gggg_) -> throb(ggggg)
throw,3,salet(____y) -> north(_ygyy) -> throw(ggggg)
thrum,3,salet(____y) -> north(__gyy) -> thrum(ggggg)
thumb,4,salet(____y) -> north(___yy) -> pithy(__yy_) -> thumb(ggggg)
thump,4,salet(____y) -> north(___yy) -> pithy(y_yy_) -> thump(ggggg)
thyme,4,salet(___yy) -> trite(g___g) -> theme(gg_gg) -> thyme(ggggg)
tiara,3,salet(_y__y) -> conia(___yg) -> tiara(ggggg)
tibia,3,salet(_y__y) -> conia(___gg) -> tibia(ggggg)
tidal,3,salet(_yy_y) -> ottar(_y_g_) -> tidal(ggggg)
tiger,4,salet(___gy) -> mohur(____g) -> inter(y_ygg) -> tiger(ggggg)
tight,5,salet(____g) -> groin(y__y_) -> mofos(_____) -> wight(_gggg) -> tight(ggggg)
tilde,2,salet(__gyy) -> tilde(ggggg)
timer,3,salet(___gy) -> mohur(y___g) -> timer(ggggg)
timid,3,salet(____y) -> north(___y_) -> timid(ggggg)
tipsy,3,salet(y___y) -> gurdy(____g) -> tipsy(ggggg)
titan,3,salet(_y__y) -> conia(__yyy) -> titan(ggggg)
tithe,3,salet(___yy) -> trite(g_yyg) -> tithe(ggggg)
title,2,salet(__yyy) -> title(ggggg)
toast,3,salet(yy__g) -> acerb(y____) -> toast(ggggg)
today,3,salet(_y__y) -> conia(_g__y) -> today(ggggg)
toddy,4,salet(____y) -> north(_g_y_) -> topic(gg___) -> toddy(ggggg)
token,3,salet(___gy) -> mohur(_g___) -> token(ggggg)
tonal,3,salet(_yy_y) -> ottar(yy_g_) -> tonal(ggggg)
tonga,3,salet(_y__y) -> conia(_gg_g) -> tonga(ggggg)
tonic,3,salet(____y) -> north(yg_y_) -> tonic(ggggg)
tooth,4,salet(____y) -> north(_g_gg) -> booms(_gg__) -> tooth(ggggg)
topaz,4,salet(_y__y) -> conia(_g__y) -> today(gg_g_) -> topaz(ggggg)
topic,3,salet(____y) -> north(_g_y_) -> topic(ggggg)
torch,3,salet(____y) -> north(_ggyg) -> torch(ggggg)
torso,3,salet(y___y) -> gurdy(__g__) -> torso(ggggg)
torus,3,salet(y___y) -> gurdy(_yg__) -> torus(ggggg)
total,3,salet(_yy_y) -> ottar(yygg_) -> total(ggggg)
totem,3,salet(___gy) -> mohur(yg___) -> totem(ggggg)
touch,3,salet(____y) -> north(_g_yg) -> touch(ggggg)
tough,4,salet(____y) -> north(_g_yg) -> touch(ggg_g) -> tough(ggggg)
towel,3,salet(__ygy) -> motel(_gygg) -> towel(ggggg)
tower,3,salet(___gy) -> mohur(_g__g) -> tower(ggggg)
toxic,4,salet(____y) -> north(_g_y_) -> topic(gg_gg) -> toxic(ggggg)
toxin,4,salet(____y) -> north(yg_y_) -> tonic(ggyg_) -> toxin(ggggg)
trace,4,salet(_y_yy) -> grate(_ggyg) -> trade(ggg_g) -> trace(ggggg)
track,3,salet(_y__y) -> conia(y___y) -> track(ggggg)
tract,3,salet(_y__g) -> courd(y__y_) -> tract(ggggg)
trade,3,salet(_y_yy) -> grate(_ggyg) -> trade(ggggg)
trail,3,salet(_yy_y) -> ottar(_y_yy) -> trail(ggggg)
train,3,salet(_y__y) -> conia(__ygy) -> train(ggggg)
trait,4,salet(_y__g) -> courd(___y_) -> graft(_gg_g) -> trait(ggggg)
tramp,3,salet(_y__y) -> conia(____y) -> tramp(ggggg)
trash,2,salet(yy__y) -> trash(ggggg)
trawl,4,salet(_yy_y) -> ottar(_y_yy) -> trail(ggg_g) -> trawl(ggggg)
tread,3,salet(_y_yy) -> grate(_gyyy) -> tread(ggggg)
treat,4,salet(_y_yg) -> recap(yy_g_) -> great(_gggg) -> treat(ggggg)
trend,3,salet(___yy) -> trite(gg__y) -> trend(ggggg)
triad,3,salet(_y__y) -> conia(___yy) -> triad(ggggg)
trial,3,salet(_yy_y) -> ottar(_y_gy) -> trial(ggggg)
tribe,4,salet(___yy) -> trite(ggg_g) -> baccy(y____) -> tribe(ggggg)
trice,4,salet(___yy) -> trite(ggg_g) -> baccy(___g_) -> trice(ggggg)
trick,4,salet(____y) -> north(__yy_) -> truck(gg_gg) -> trick(ggggg)
tried,3,salet(___gy) -> mohur(____y) -> tried(ggggg)
tripe,4,salet(___yy) -> trite(ggg_g) -> baccy(_____) -> tripe(ggggg)
trite,2,salet(___yy) -> trite(ggggg)
troll,2,salet(__y_y) -> troll(ggggg)
troop,4,salet(____y) -> north(_yyy_) -> tutor(g__gy) -> troop(ggggg)
trope,3,salet(___yy) -> trite(gg__g) -> trope(ggggg)
trout,3,salet(____g) -> groin(_gg__) -> trout(ggggg)
trove,4,salet(___yy) -> trite(gg__g) -> trope(ggg_g) -> trove(ggggg)
truce,4,salet(___yy) -> trite(gg__g) -> trope(gg__g) -> truce(ggggg)
truck,3,salet(____y) -> north(__yy_) -> truck(ggggg)
truer,3,salet(___gy) -> mohur(___yg) -> truer(ggggg)
truly,3,salet(__y_y) -> troll(gg_g_) -> truly(ggggg)
trump,4,salet(____y) -> north(__yy_) -> truck(ggg__) -> trump(ggggg)
trunk,3,salet(____y) -> north(y_yy_) -> trunk(ggggg)
truss,3,salet(y___y) -> gurdy(_yy__) -> truss(ggggg)
trust,4,salet(y___g) -> moria(__y__) -> crust(_gggg) -> trust(ggggg)
truth,3,salet(____y) -> north(__ygg) -> truth(ggggg)
tryst,4,salet(y___g) -> moria(__y__) -> crust(_g_gg) -> tryst(ggggg)
tubal,4,salet(_yy_y) -> ottar(_y_g_) -> tidal(g__gg) -> tubal(ggggg)
tuber,4,salet(___gy) -> mohur(___yg) -> truer(g_ygg) -> tuber(ggggg)
tulip,3,salet(__g_y) -> filth(_ygy_) -> tulip(ggggg)
tulle,3,salet(__gyy) -> tilde(g_g_g) -> tulle(ggggg)
tumor,4,salet(____y) -> north(_yyy_) -> tutor(gg_gg) -> tumor(ggggg)
tunic,3,salet(____y) -> north(y__y_) -> tunic(ggggg)
turbo,3,salet(____y) -> north(_ygy_) -> turbo(ggggg)
tutor,3,salet(____y) -> north(_yyy_) -> tutor(ggggg)
twang,4,salet(_y__y) -> conia(__y_y) -> thank(g_gg_) -> twang(ggggg)
tweak,3,salet(_y_yy) -> grate(__yyy) -> tweak(ggggg)
tweed,3,salet(___gy) -> mohur(_____) -> tweed(ggggg)
tweet,3,salet(___gg) -> cerne(_y__y) -> tweet(ggggg)
twice,4,salet(___yy) -> trite(g_g_g) -> twine(ggg_g) -> twice(ggggg)
twine,3,salet(___yy) -> trite(g_g_g) -> twine(ggggg)
twirl,3,salet(__y_y) -> troll(gy__g) -> twirl(ggggg)
twist,3,salet(y___g) -> moria(___y_) -> twist(ggggg)
twixt,3,salet(____g) -> groin(___y_) -> twixt(ggggg)
tying,4,salet(____y) -> north(y__y_) -> tunic(g_yy_) -> tying(ggggg)
udder,4,salet(___g_) -> rownd(y___y) -> drier(y__gg) -> udder(ggggg)
ulcer,4,salet(__yg_) -> bevor(_y__g) -> fixed(___g_) -> ulcer(ggggg)
ultra,3,salet(_yy_y) -> ottar(__gyy) -> ultra(ggggg)
umbra,4,salet(_y___) -> brond(yy___) -> rumba(yyyyg) -> umbra(ggggg)
uncle,4,salet(__yy_) -> doing(___y_) -> newly(yy_g_) -> uncle(ggggg)
uncut,3,salet(____g) -> groin(____y) -> uncut(ggggg)
under,3,salet(___g_) -> rownd(y__yy) -> under(ggggg)
undid,3,salet(_____) -> courd(__y_g) -> undid(ggggg)
undue,4,salet(___y_) -> drone(y__yg) -> nudge(yyg_g) -> undue(ggggg)
unfed,4,salet(___g_) -> rownd(___yg) -> kneed(_g_gg) -> unfed(ggggg)
unfit,3,salet(____g) -> groin(___gy) -> unfit(ggggg)
unify,4,salet(_____) -> courd(__y__) -> gimpy(_y__g) -> unify(ggggg)
union,4,salet(_____) -> courd(_yy__) -> gumbo(_y__y) -> union(ggggg)
unite,3,salet(___yy) -> trite(__ggg) -> unite(ggggg)
unity,3,salet(____y) -> north(y__g_) -> unity(ggggg)
unlit,2,salet(__g_g) -> unlit(ggggg)
unmet,3,salet(___gg) -> cerne(_y_y_) -> unmet(ggggg)
unset,3,salet(y__gg) -> repot(_y__g) -> unset(ggggg)
untie,3,salet(___yy) -> trite(y_y_g) -> untie(ggggg)
until,3,salet(__y_y) -> troll(y___g) -> until(ggggg)
unwed,3,salet(___g_) -> rownd(__gyg) -> unwed(ggggg)
unzip,4,salet(_____) -> courd(__y__) -> gimpy(_y_y_) -> unzip(ggggg)
upper,4,salet(___g_) -> rownd(y____) -> pubic(yy___) -> upper(ggggg)
upset,3,salet(y__gg) -> repot(_yy_g) -> upset(ggggg)
urban,3,salet(_y___) -> brond(yg_y_) -> urban(ggggg)
urine,4,salet(___y_) -> drone(_g_gg) -> brine(_gggg) -> urine(ggggg)
usage,3,salet(yy_y_) -> auric(yy___) -> usage(ggggg)
