secret,turns,path
siren,3,salet(g__g_) -> sewer(g__gy) -> siren(ggggg)
sissy,4,salet(g____) -> spunk(g____) -> sword(g____) -> sissy(ggggg)
sixth,3,salet(g___y) -> yoick(__y__) -> sixth(ggggg)
sixty,3,salet(g___y) -> yoick(y_y__) -> sixty(ggggg)
skate,2,salet(gy_yy) -> skate(ggggg)
skier,4,salet(g__g_) -> sewer(g__gg) -> birrs(_yy_y) -> skier(ggggg)
skiff,3,salet(g____) -> spunk(g___y) -> skiff(ggggg)
skill,2,salet(g_y__) -> skill(ggggg)
skimp,3,salet(g____) -> spunk(gy__y) -> skimp(ggggg)
skirt,4,salet(g___g) -> shunt(g___g) -> swift(g_g_g) -> skirt(ggggg)
skulk,3,salet(g_y__) -> skill(gg_g_) -> skulk(ggggg)
skull,3,salet(g_y__) -> skill(gg_gg) -> skull(ggggg)
skunk,3,salet(g____) -> spunk(g_ggg) -> skunk(ggggg)
slack,4,salet(gyy__) -> shall(g_gy_) -> slain(ggg__) -> slack(ggggg)
slain,3,salet(gyy__) -> shall(g_gy_) -> slain(ggggg)
slang,4,salet(gyy__) -> shall(g_gy_) -> slain(ggg_y) -> slang(ggggg)
slant,3,salet(gyy_g) -> shalt(g_gyg) -> slant(ggggg)
slash,3,salet(gyy__) -> shall(gygy_) -> slash(ggggg)
slate,3,salet(gyyyy) -> steal(gyyyy) -> slate(ggggg)
slave,3,salet(gyyy_) -> shale(g_gyg) -> slave(ggggg)
sleek,3,salet(g_yg_) -> sleep(gggg_) -> sleek(ggggg)
sleep,2,salet(g_yg_) -> sleep(ggggg)
sleet,2,salet(g_ygg) -> sleet(ggggg)
slept,2,salet(g_yyg) -> slept(ggggg)
slice,3,salet(g_yy_) -> smell(g_yy_) -> slice(ggggg)
slick,3,salet(g_y__) -> skill(gygy_) -> slick(ggggg)
slide,4,salet(g_yy_) -> smell(g_yy_) -> slice(ggg_g) -> slide(ggggg)
slime,3,salet(g_yy_) -> smell(gyyy_) -> slime(ggggg)
slimy,3,salet(g_y__) -> skill(g_gy_) -> slimy(ggggg)
sling,4,salet(g_y__) -> skill(g_gy_) -> slimy(ggg__) -> sling(ggggg)
slink,4,salet(g_y__) -> skill(gygy_) -> slick(ggg_g) -> slink(ggggg)
sloop,4,salet(g_y__) -> skill(g__y_) -> smurs(g____) -> sloop(ggggg)
slope,4,salet(g_yy_) -> smell(g_yy_) -> slice(gg__g) -> slope(ggggg)
slosh,4,salet(g_y__) -> skill(g__y_) -> smurs(g___y) -> slosh(ggggg)
sloth,3,salet(g_y_y) -> stool(gyg_y) -> sloth(ggggg)
slump,4,salet(g_y__) -> skill(g__y_) -> smurs(gyg__) -> slump(ggggg)
slung,4,salet(g_y__) -> skill(g__y_) -> smurs(g_g__) -> slung(ggggg)
slunk,3,salet(g_y__) -> skill(gy_y_) -> slunk(ggggg)
slurp,4,salet(g_y__) -> skill(g__y_) -> smurs(g_gg_) -> slurp(ggggg)
slush,4,salet(g_y__) -> skill(g__y_) -> smurs(g_g_y) -> slush(ggggg)
slyly,3,salet(g_y__) -> skill(g__gy) -> slyly(ggggg)
smack,3,salet(gy___) -> scamp(gygy_) -> smack(ggggg)
small,3,salet(gyy__) -> shall(g_ggg) -> small(ggggg)
smart,2,salet(gy__g) -> smart(ggggg)
smash,3,salet(gy___) -> scamp(g_gy_) -> smash(ggggg)
smear,4,salet(gy_y_) -> spear(g_ggg) -> chime(___yy) -> smear(ggggg)
smell,2,salet(g_yy_) -> smell(ggggg)
smelt,3,salet(g_yyg) -> slept(gyg_g) -> smelt(ggggg)
smile,3,salet(g_yy_) -> smell(ggyg_) -> smile(ggggg)
smirk,4,salet(g____) -> spunk(g___g) -> shook(g___g) -> smirk(ggggg)
smite,3,salet(g__yy) -> prink(__g__) -> smite(ggggg)
smith,4,salet(g___y) -> yoick(__g__) -> stiff(gyg__) -> smith(ggggg)
smock,4,salet(g____) -> spunk(g___g) -> shook(g_g_g) -> smock(ggggg)
smoke,4,salet(g__y_) -> spire(g___g) -> shone(g_g_g) -> smoke(ggggg)
smoky,4,salet(g____) -> spunk(g___y) -> skiff(gy___) -> smoky(ggggg)
smote,3,salet(g__yy) -> prink(_____) -> smote(ggggg)
snack,4,salet(gy___) -> scamp(gyg__) -> shack(g_ggg) -> snack(ggggg)
snail,3,salet(gyy__) -> shall(g_g_g) -> snail(ggggg)
snake,4,salet(gy_y_) -> spear(g_yy_) -> shave(g_g_g) -> snake(ggggg)
snaky,4,salet(gy___) -> scamp(g_g__) -> shark(g_g_y) -> snaky(ggggg)
snare,4,salet(gy_y_) -> spear(g_yyy) -> crone(_y_yg) -> snare(ggggg)
snarl,4,salet(gyy__) -> shall(g_g_g) -> snail(ggg_g) -> snarl(ggggg)
sneak,3,salet(gy_y_) -> spear(g_gg_) -> sneak(ggggg)
sneer,4,salet(g__g_) -> sewer(gy_gg) -> sheer(g_ggg) -> sneer(ggggg)
snide,4,salet(g__y_) -> spire(g_g_g) -> swine(g_gyg) -> snide(ggggg)
sniff,4,salet(g____) -> spunk(g__y_) -> swoon(g___y) -> sniff(ggggg)
snipe,3,salet(g__y_) -> spire(gyg_g) -> snipe(ggggg)
snoop,3,salet(g____) -> spunk(gy_y_) -> snoop(ggggg)
snore,4,salet(g__y_) -> spire(g__gg) -> clown(__g_y) -> snore(ggggg)
snort,3,salet(g___g) -> shunt(g__yg) -> snort(ggggg)
snout,3,salet(g___g) -> shunt(g_yyg) -> snout(ggggg)
snowy,4,salet(g____) -> spunk(g__y_) -> swoon(gyg_y) -> snowy(ggggg)
snuck,3,salet(g____) -> spunk(g_gyg) -> snuck(ggggg)
snuff,3,salet(g____) -> spunk(g_gy_) -> snuff(ggggg)
soapy,4,salet(gy___) -> scamp(g_g_y) -> spank(gyg__) -> soapy(ggggg)
sober,4,salet(g__g_) -> sewer(g__gg) -> birrs(y_y_y) -> sober(ggggg)
soggy,4,salet(g____) -> spunk(g____) -> sword(g_y__) -> soggy(ggggg)
solar,2,salet(gyg__) -> solar(ggggg)
solid,3,salet(g_g__) -> silky(gyg__) -> solid(ggggg)
solve,2,salet(g_gy_) -> solve(ggggg)
sonar,3,salet(gy___) -> scamp(g_y__) -> sonar(ggggg)
sonic,4,salet(g____) -> spunk(g__y_) -> swoon(g_y_y) -> sonic(ggggg)
sooth,3,salet(g___y) -> yoick(_g___) -> sooth(ggggg)
sooty,3,salet(g___y) -> yoick(yg___) -> sooty(ggggg)
sorry,4,salet(g____) -> spunk(g____) -> sword(g_yg_) -> sorry(ggggg)
sound,3,salet(g____) -> spunk(g_gg_) -> sound(ggggg)
south,4,salet(g___y) -> yoick(_g___) -> sooth(gg_gg) -> south(ggggg)
sower,3,salet(g__g_) -> sewer(g_ggg) -> sower(ggggg)
space,3,salet(gy_y_) -> spear(ggyy_) -> space(ggggg)
spade,4,salet(gy_y_) -> spear(ggyy_) -> space(ggg_g) -> spade(ggggg)
spank,3,salet(gy___) -> scamp(g_g_y) -> spank(ggggg)
spare,3,salet(gy_y_) -> spear(ggyyy) -> spare(ggggg)
spark,4,salet(gy___) -> scamp(g_g_y) -> spank(ggg_g) -> spark(ggggg)
spasm,3,salet(gy___) -> scamp(g_gyy) -> spasm(ggggg)
spawn,4,salet(gy___) -> scamp(g_g_y) -> spank(gggy_) -> spawn(ggggg)
speak,3,salet(gy_y_) -> spear(gggg_) -> speak(ggggg)
spear,2,salet(gy_y_) -> spear(ggggg)
speck,3,salet(g__y_) -> spire(gg__y) -> speck(ggggg)
speed,3,salet(g__g_) -> sewer(gy_g_) -> speed(ggggg)
spell,4,salet(g_yy_) -> smell(g_ggg) -> happi(__y__) -> spell(ggggg)
spelt,3,salet(g_yyg) -> slept(gygyg) -> spelt(ggggg)
spend,4,salet(g__y_) -> spire(gg__y) -> speck(ggg__) -> spend(ggggg)
spent,3,salet(g__yg) -> scent(g_ggg) -> spent(ggggg)
sperm,3,salet(g__y_) -> spire(gg_gy) -> sperm(ggggg)
spice,4,salet(g__y_) -> spire(ggg_g) -> crone(y___g) -> spice(ggggg)
spicy,3,salet(g____) -> spunk(gg___) -> spicy(ggggg)
spied,4,salet(g__g_) -> sewer(g__g_) -> shied(g_ggg) -> spied(ggggg)
spiel,3,salet(g_yg_) -> sleep(gy_gy) -> spiel(ggggg)
spike,4,salet(g__y_) -> spire(ggg_g) -> crone(____g) -> spike(ggggg)
spiky,3,salet(g____) -> spunk(gg__y) -> spiky(ggggg)
spill,3,salet(g_y__) -> skill(g_ggg) -> spill(ggggg)
spilt,2,salet(g_y_g) -> spilt(ggggg)
spine,4,salet(g__y_) -> spire(ggg_g) -> crone(___gg) -> spine(ggggg)
spiny,3,salet(g____) -> spunk(gg_g_) -> spiny(ggggg)
spire,2,salet(g__y_) -> spire(ggggg)
spite,3,salet(g__yy) -> prink(y_g__) -> spite(ggggg)
splat,2,salet(gyg_g) -> splat(ggggg)
split,2,salet(g_g_g) -> split(ggggg)
spoil,3,salet(g_y__) -> skill(g_y_g) -> spoil(ggggg)
spoke,3,salet(g__y_) -> spire(gg__g) -> spoke(ggggg)
spoof,4,salet(g____) -> spunk(gg___) -> spicy(gg___) -> spoof(ggggg)
spook,3,salet(g____) -> spunk(gg__g) -> spook(ggggg)
spool,4,salet(g_y__) -> skill(g___g) -> scowl(g_g_g) -> spool(ggggg)
spoon,3,salet(g____) -> spunk(gg_y_) -> spoon(ggggg)
spore,3,salet(g__y_) -> spire(gg_gg) -> spore(ggggg)
sport,4,salet(g___g) -> shunt(g___g) -> swift(g___g) -> sport(ggggg)
spout,4,salet(g___g) -> shunt(g_y_g) -> pricy(y____) -> spout(ggggg)
spray,3,salet(gy___) -> scamp(g_y_y) -> spray(ggggg)
spree,4,salet(g__g_) -> sewer(gy_gy) -> scree(g_ggg) -> spree(ggggg)
sprig,4,salet(g____) -> spunk(gg___) -> spicy(ggy__) -> sprig(ggggg)
spunk,2,salet(g____) -> spunk(ggggg)
spurn,3,salet(g____) -> spunk(gggy_) -> spurn(ggggg)
spurt,3,salet(g___g) -> shunt(g_g_g) -> spurt(ggggg)
squad,4,salet(gy___) -> scamp(g_y__) -> sonar(g__g_) -> squad(ggggg)
squat,3,salet(gy__g) -> smart(g_y_g) -> squat(ggggg)
squib,4,salet(g____) -> spunk(g_g__) -> shush(g_g__) -> squib(ggggg)
stack,3,salet(gy__y) -> prink(____g) -> stack(ggggg)
staff,4,salet(gy__y) -> prink(_____) -> stash(ggg__) -> staff(ggggg)
stage,4,salet(gy_yy) -> skate(g_gyg) -> genre(y___g) -> stage(ggggg)
staid,3,salet(gy__y) -> prink(__y__) -> staid(ggggg)
stain,3,salet(gy__y) -> prink(__yy_) -> stain(ggggg)
stair,3,salet(gy__y) -> prink(_yy__) -> stair(ggggg)
stake,3,salet(gy_yy) -> skate(gygyg) -> stake(ggggg)
stale,3,salet(gyyyy) -> steal(ggyyy) -> stale(ggggg)
stalk,2,salet(gyy_y) -> stalk(ggggg)
stall,3,salet(gyy_y) -> stalk(gggg_) -> stall(ggggg)
stamp,3,salet(gy__y) -> prink(y____) -> stamp(ggggg)
stand,3,salet(gy__y) -> prink(___g_) -> stand(ggggg)
stank,3,salet(gy__y) -> prink(___gg) -> stank(ggggg)
stare,4,salet(gy_yy) -> skate(g_gyg) -> genre(___gg) -> stare(ggggg)
stark,3,salet(gy__y) -> prink(_y__g) -> stark(ggggg)
start,3,salet(gy__g) -> smart(g_ggg) -> start(ggggg)
stash,3,salet(gy__y) -> prink(_____) -> stash(ggggg)
state,3,salet(gy_yy) -> skate(g_ggg) -> state(ggggg)
stave,4,salet(gy_yy) -> skate(g_gyg) -> genre(____g) -> stave(ggggg)
stead,3,salet(gy_yy) -> skate(g_yyy) -> stead(ggggg)
steak,3,salet(gy_yy) -> skate(gyyyy) -> steak(ggggg)
steal,2,salet(gyyyy) -> steal(ggggg)
steam,4,salet(gy_yy) -> skate(g_yyy) -> stead(gggg_) -> steam(ggggg)
steed,3,salet(g__gy) -> mudir(__y__) -> steed(ggggg)
steel,2,salet(g_ygy) -> steel(ggggg)
steep,3,salet(g__gy) -> mudir(_____) -> steep(ggggg)
steer,3,salet(g__gy) -> mudir(____g) -> steer(ggggg)
stein,3,salet(g__yy) -> prink(__yy_) -> stein(ggggg)
stern,3,salet(g__yy) -> prink(_y_y_) -> stern(ggggg)
stick,3,salet(g___y) -> yoick(__ggg) -> stick(ggggg)
stiff,3,salet(g___y) -> yoick(__g__) -> stiff(ggggg)
still,3,salet(g_y_y) -> stool(gg__g) -> still(ggggg)
stilt,3,salet(g_y_g) -> spilt(g_ggg) -> stilt(ggggg)
sting,4,salet(g___y) -> yoick(__g__) -> stiff(ggg__) -> sting(ggggg)
stink,3,salet(g___y) -> yoick(__g_g) -> stink(ggggg)
stint,3,salet(g___g) -> shunt(g__gg) -> stint(ggggg)
stock,3,salet(g___y) -> yoick(_y_gg) -> stock(ggggg)
stoic,3,salet(g___y) -> yoick(_yyy_) -> stoic(ggggg)
stoke,3,salet(g__yy) -> prink(____y) -> stoke(ggggg)
stole,2,salet(g_yyy) -> stole(ggggg)
stomp,3,salet(g___y) -> yoick(_y___) -> stomp(ggggg)
stone,3,salet(g__yy) -> prink(___g_) -> stone(ggggg)
stony,3,salet(g___y) -> yoick(yy___) -> stony(ggggg)
stood,4,salet(g___y) -> yoick(_y___) -> stomp(ggg__) -> stood(ggggg)
stool,2,salet(g_y_y) -> stool(ggggg)
stoop,4,salet(g___y) -> yoick(_y___) -> stomp(ggg_g) -> stoop(ggggg)
store,3,salet(g__yy) -> prink(_y___) -> store(ggggg)
stork,3,salet(g___y) -> yoick(_y__g) -> stork(ggggg)
storm,4,salet(g___y) -> yoick(_y___) -> stomp(gggy_) -> storm(ggggg)
story,4,salet(g___y) -> yoick(yy___) -> stony(ggg_g) -> story(ggggg)
stout,4,salet(g___g) -> shunt(g_y_g) -> pricy(_____) -> stout(ggggg)
stove,4,salet(g__yy) -> prink(_____) -> smote(g_gyg) -> stove(ggggg)
strap,3,salet(gy__y) -> prink(yy___) -> strap(ggggg)
straw,3,salet(gy__y) -> prink(_y___) -> straw(ggggg)
stray,4,salet(gy__y) -> prink(_y___) -> straw(gggg_) -> stray(ggggg)
strip,4,salet(g___y) -> yoick(__y__) -> sixth(gy_y_) -> strip(ggggg)
strut,4,salet(g___g) -> shunt(g_y_g) -> pricy(_y___) -> strut(ggggg)
stuck,3,salet(g___y) -> yoick(___gg) -> stuck(ggggg)
study,3,salet(g___y) -> yoick(y____) -> study(ggggg)
stuff,4,salet(g___y) -> yoick(_____) -> infos(__y_y) -> stuff(ggggg)
stump,4,salet(g___y) -> yoick(_____) -> infos(____y) -> stump(ggggg)
stung,4,salet(g___y) -> yoick(_____) -> infos(_y__y) -> stung(ggggg)
stunk,3,salet(g___y) -> yoick(____g) -> stunk(ggggg)
stunt,3,salet(g___g) -> shunt(g_ggg) -> stunt(ggggg)
style,3,salet(g_yyy) -> stole(gg_gg) -> style(ggggg)
suave,4,salet(gy_y_) -> spear(g_yy_) -> shave(g_ggg) -> suave(ggggg)
sugar,4,salet(gy___) -> scamp(g_y__) -> sonar(g__gg) -> sugar(ggggg)
suing,3,salet(g____) -> spunk(g_yg_) -> suing(ggggg)
suite,4,salet(g__yy) -> prink(__g__) -> smite(g_ggg) -> suite(ggggg)
sulky,3,salet(g_g__) -> silky(g_ggg) -> sulky(ggggg)
sully,3,salet(g_g__) -> silky(g_g_g) -> sully(ggggg)
sumac,3,salet(gy___) -> scamp(gyyy_) -> sumac(ggggg)
sunny,4,salet(g____) -> spunk(g_yg_) -> suing(gg_g_) -> sunny(ggggg)
super,4,salet(g__g_) -> sewer(g__gg) -> birrs(__y_y) -> super(ggggg)
surer,4,salet(g__g_) -> sewer(g__gg) -> birrs(__gyy) -> surer(ggggg)
surge,4,salet(g__y_) -> spire(g__yg) -> serve(g_g_g) -> surge(ggggg)
surly,4,salet(g_y__) -> skill(g__g_) -> shyly(g__gg) -> surly(ggggg)
sushi,4,salet(g____) -> spunk(g_y__) -> scrub(g__y_) -> sushi(ggggg)
swami,3,salet(gy___) -> scamp(g_gg_) -> swami(ggggg)
swamp,3,salet(gy___) -> scamp(g_ggg) -> swamp(ggggg)
swarm,4,salet(gy___) -> scamp(g_gy_) -> smash(gyg__) -> swarm(ggggg)
swash,4,salet(gy___) -> scamp(g_g__) -> shark(gyg__) -> swash(ggggg)
swath,4,salet(gy__y) -> prink(_____) -> stash(gyg_g) -> swath(ggggg)
swear,4,salet(gy_y_) -> spear(g_ggg) -> chime(____y) -> swear(ggggg)
sweat,2,salet(gy_yg) -> sweat(ggggg)
sweep,3,salet(g__g_) -> sewer(gyyg_) -> sweep(ggggg)
sweet,3,salet(g__gg) -> sheet(g_ggg) -> sweet(ggggg)
swell,4,salet(g_yy_) -> smell(g_ggg) -> happi(_____) -> swell(ggggg)
swept,3,salet(g__yg) -> scent(g_g_g) -> swept(ggggg)
swift,3,salet(g___g) -> shunt(g___g) -> swift(ggggg)
swill,4,salet(g_y__) -> skill(g_ggg) -> spill(g_ggg) -> swill(ggggg)
swine,3,salet(g__y_) -> spire(g_g_g) -> swine(ggggg)
swing,4,salet(g____) -> spunk(g__g_) -> shiny(g_gg_) -> swing(ggggg)
swirl,3,salet(g_y__) -> skill(g_g_g) -> swirl(ggggg)
swish,4,salet(g____) -> spunk(g____) -> sword(gg___) -> swish(ggggg)
swoon,3,salet(g____) -> spunk(g__y_) -> swoon(ggggg)
swoop,4,salet(g____) -> spunk(gy___) -> scoop(g_ggg) -> swoop(ggggg)
sword,3,salet(g____) -> spunk(g____) -> sword(ggggg)
swore,4,salet(g__y_) -> spire(g__gg) -> clown(__gy_) -> swore(ggggg)
sworn,4,salet(g____) -> spunk(g__y_) -> swoon(ggg_g) -> sworn(ggggg)
swung,4,salet(g____) -> spunk(g_gg_) -> sound(g_gg_) -> swung(ggggg)
synod,4,salet(g____) -> spunk(g__y_) -> swoon(g__gy) -> synod(ggggg)
syrup,3,salet(g____) -> spunk(gyy__) -> syrup(ggggg)
tabby,3,salet(_g__y) -> corby(___gg) -> tabby(ggggg)
table,3,salet(_gyyy) -> lathe(ygy_g) -> table(ggggg)
taboo,4,salet(_g__y) -> corby(_y_y_) -> baton(ygyg_) -> taboo(ggggg)
tacit,3,salet(_g__g) -> thing(g_y__) -> tacit(ggggg)
tacky,3,salet(_g__y) -> corby(y___g) -> tacky(ggggg)
taffy,4,salet(_g__y) -> corby(____g) -> thoft(g__g_) -> taffy(ggggg)
taint,3,salet(_g__g) -> thing(g_gg_) -> taint(ggggg)
taken,3,salet(_g_gy) -> eater(_gyg_) -> taken(ggggg)
taker,4,salet(_g_gy) -> eater(_gygg) -> plonk(____y) -> taker(ggggg)
tally,3,salet(_gg_y) -> talon(ggg__) -> tally(ggggg)
talon,2,salet(_gg_y) -> talon(ggggg)
tamer,4,salet(_g_gy) -> eater(_gygg) -> plonk(_____) -> tamer(ggggg)
tango,4,salet(_g__y) -> corby(_y___) -> patio(_gy_g) -> tango(ggggg)
tangy,4,salet(_g__y) -> corby(____g) -> thoft(g____) -> tangy(ggggg)
taper,4,salet(_g_gy) -> eater(_gygg) -> plonk(y____) -> taper(ggggg)
tapir,3,salet(_g__y) -> corby(__y__) -> tapir(ggggg)
tardy,4,salet(_g__y) -> corby(__g_g) -> party(_ggyg) -> tardy(ggggg)
tarot,3,salet(_g__g) -> thing(g____) -> tarot(ggggg)
taste,3,salet(yg_yy) -> thraw(g__y_) -> taste(ggggg)
tasty,4,salet(yg__y) -> hasty(_gggg) -> spain(y_y__) -> tasty(ggggg)
tatty,4,salet(_g__y) -> corby(____g) -> thoft(g___y) -> tatty(ggggg)
taunt,3,salet(_g__g) -> thing(g__g_) -> taunt(ggggg)
tawny,5,salet(_g__y) -> corby(____g) -> thoft(g____) -> tangy(ggy_g) -> tawny(ggggg)
teach,3,salet(_y_yy) -> grate(__gyy) -> teach(ggggg)
teary,3,salet(_y_yy) -> grate(_ygyy) -> teary(ggggg)
tease,2,salet(yy_yy) -> tease(ggggg)
teddy,3,salet(___yy) -> trite(g___y) -> teddy(ggggg)
teeth,3,salet(___yy) -> trite(g__gy) -> teeth(ggggg)
tempo,4,salet(___yy) -> trite(g___y) -> teddy(gg___) -> tempo(ggggg)
tenet,3,salet(___gg) -> cerne(_g_yy) -> tenet(ggggg)
tenor,3,salet(___yy) -> trite(gy__y) -> tenor(ggggg)
tense,3,salet(y__yy) -> those(g__gg) -> tense(ggggg)
tenth,4,salet(___yy) -> trite(g__gy) -> teeth(gg_gg) -> tenth(ggggg)
tepee,3,salet(___gy) -> outer(__yg_) -> tepee(ggggg)
tepid,3,salet(___yy) -> trite(g_y_y) -> tepid(ggggg)
terra,4,salet(_y_yy) -> grate(_yyyy) -> extra(y_ygg) -> terra(ggggg)
terse,4,salet(y__yy) -> those(g__gg) -> tense(gg_gg) -> terse(ggggg)
testy,3,salet(y__yy) -> those(g__yy) -> testy(ggggg)
thank,3,salet(_y__y) -> train(g_g_y) -> thank(ggggg)
theft,4,salet(___yg) -> erect(__g_g) -> inept(__g_g) -> theft(ggggg)
their,3,salet(___yy) -> trite(gyy_y) -> their(ggggg)
theme,3,salet(___yy) -> trite(g___g) -> theme(ggggg)
there,3,salet(___yy) -> trite(gy__g) -> there(ggggg)
these,3,salet(y__yy) -> those(gg_gg) -> these(ggggg)
theta,3,salet(_y_yy) -> grate(__ygy) -> theta(ggggg)
thick,4,salet(____y) -> north(___yy) -> thump(gg___) -> thick(ggggg)
thief,4,salet(___gy) -> outer(__yg_) -> tepee(g__g_) -> thief(ggggg)
thigh,4,salet(____y) -> north(___yg) -> wiped(_y___) -> thigh(ggggg)
thing,3,salet(____y) -> north(y__yy) -> thing(ggggg)
think,4,salet(____y) -> north(y__yy) -> thing(gggg_) -> think(ggggg)
third,3,salet(____y) -> north(__yyy) -> third(ggggg)
thong,3,salet(____y) -> north(yy_yy) -> thong(ggggg)
thorn,3,salet(____y) -> north(yyyyy) -> thorn(ggggg)
those,2,salet(y__yy) -> those(ggggg)
three,4,salet(___gy) -> outer(__ygy) -> threw(gggg_) -> three(ggggg)
threw,3,salet(___gy) -> outer(__ygy) -> threw(ggggg)
throb,3,salet(____y) -> north(_ygyy) -> throb(ggggg)
throw,4,salet(____y) -> north(_ygyy) -> throb(gggg_) -> throw(ggggg)
thrum,3,salet(____y) -> north(__gyy) -> thrum(ggggg)
thumb,4,salet(____y) -> north(___yy) -> thump(gggg_) -> thumb(ggggg)
thump,3,salet(____y) -> north(___yy) -> thump(ggggg)
thyme,4,salet(___yy) -> trite(g___g) -> theme(gg_gg) -> thyme(ggggg)
tiara,3,salet(_y__y) -> train(gygy_) -> tiara(ggggg)
tibia,3,salet(_y__y) -> train(g_yg_) -> tibia(ggggg)
tidal,3,salet(_yy_y) -> trial(g_ygg) -> tidal(ggggg)
tiger,3,salet(___gy) -> outer(__ygg) -> tiger(ggggg)
tight,4,salet(____g) -> ingot(y_g_g) -> thraw(gy___) -> tight(ggggg)
tilde,2,salet(__gyy) -> tilde(ggggg)
timer,4,salet(___gy) -> outer(__ygg) -> tiger(gg_gg) -> timer(ggggg)
timid,3,salet(____y) -> north(___y_) -> timid(ggggg)
tipsy,3,salet(y___y) -> gourd(_____) -> tipsy(ggggg)
titan,3,salet(_y__y) -> train(g_yyg) -> titan(ggggg)
tithe,3,salet(___yy) -> trite(g_yyg) -> tithe(ggggg)
title,2,salet(__yyy) -> title(ggggg)
toast,3,salet(yy__g) -> taroc(gy_y_) -> toast(ggggg)
today,3,salet(_y__y) -> train(g_y__) -> today(ggggg)
toddy,4,salet(____y) -> north(_g_y_) -> toxic(gg___) -> toddy(ggggg)
token,3,salet(___gy) -> outer(y_yg_) -> token(ggggg)
tonal,3,salet(_yy_y) -> trial(g__gg) -> tonal(ggggg)
tonga,3,salet(_y__y) -> train(g_y_y) -> tonga(ggggg)
tonic,3,salet(____y) -> north(yg_y_) -> tonic(ggggg)
tooth,4,salet(____y) -> north(_g_gg) -> bousy(_g___) -> tooth(ggggg)
topaz,4,salet(_y__y) -> train(g_y__) -> today(gg_g_) -> topaz(ggggg)
topic,4,salet(____y) -> north(_g_y_) -> toxic(gg_gg) -> topic(ggggg)
torch,3,salet(____y) -> north(_ggyg) -> torch(ggggg)
torso,3,salet(y___y) -> gourd(_g_y_) -> torso(ggggg)
torus,3,salet(y___y) -> gourd(_gyy_) -> torus(ggggg)
total,4,salet(_yy_y) -> trial(g__gg) -> tonal(gg_gg) -> total(ggggg)
totem,3,salet(___gy) -> outer(y_gg_) -> totem(ggggg)
touch,3,salet(____y) -> north(_g_yg) -> touch(ggggg)
tough,4,salet(____y) -> north(_g_yg) -> touch(ggg_g) -> tough(ggggg)
towel,3,salet(__ygy) -> hotel(_gygg) -> towel(ggggg)
tower,3,salet(___gy) -> outer(y_ygg) -> tower(ggggg)
toxic,3,salet(____y) -> north(_g_y_) -> toxic(ggggg)
toxin,4,salet(____y) -> north(yg_y_) -> tonic(ggyg_) -> toxin(ggggg)
trace,3,salet(_y_yy) -> grate(_ggyg) -> trace(ggggg)
track,3,salet(_y__y) -> train(ggg__) -> track(ggggg)
tract,3,salet(_y__g) -> crudo(yg___) -> tract(ggggg)
trade,4,salet(_y_yy) -> grate(_ggyg) -> trace(ggg_g) -> trade(ggggg)
trail,3,salet(_yy_y) -> trial(ggyyg) -> trail(ggggg)
train,2,salet(_y__y) -> train(ggggg)
trait,4,salet(_y__g) -> crudo(_g___) -> grant(_gg_g) -> trait(ggggg)
tramp,4,salet(_y__y) -> train(ggg__) -> track(ggg__) -> tramp(ggggg)
trash,3,salet(yy__y) -> artsy(ygyg_) -> trash(ggggg)
trawl,3,salet(_yy_y) -> trial(gg_yg) -> trawl(ggggg)
tread,3,salet(_y_yy) -> grate(_gyyy) -> tread(ggggg)
treat,4,salet(_y_yg) -> heart(_yyyg) -> great(_gggg) -> treat(ggggg)
trend,3,salet(___yy) -> trite(gg__y) -> trend(ggggg)
triad,3,salet(_y__y) -> train(ggyy_) -> triad(ggggg)
trial,2,salet(_yy_y) -> trial(ggggg)
tribe,4,salet(___yy) -> trite(ggg_g) -> rabic(y_yy_) -> tribe(ggggg)
trice,4,salet(___yy) -> trite(ggg_g) -> rabic(y__yy) -> trice(ggggg)
trick,4,salet(____y) -> north(__yy_) -> trump(gg___) -> trick(ggggg)
tried,4,salet(___gy) -> outer(__ygy) -> threw(g_yg_) -> tried(ggggg)
tripe,4,salet(___yy) -> trite(ggg_g) -> rabic(y__y_) -> tripe(ggggg)
trite,2,salet(___yy) -> trite(ggggg)
troll,2,salet(__y_y) -> troll(ggggg)
troop,4,salet(____y) -> north(_yyy_) -> tumor(g__gy) -> troop(ggggg)
trope,4,salet(___yy) -> trite(gg__g) -> trove(ggg_g) -> trope(ggggg)
trout,3,salet(____g) -> ingot(___yg) -> trout(ggggg)
trove,3,salet(___yy) -> trite(gg__g) -> trove(ggggg)
truce,4,salet(___yy) -> trite(gg__g) -> trove(gg__g) -> truce(ggggg)
truck,4,salet(____y) -> north(__yy_) -> trump(ggg__) -> truck(ggggg)
truer,3,salet(___gy) -> outer(_yygg) -> truer(ggggg)
truly,3,salet(__y_y) -> troll(gg_g_) -> truly(ggggg)
trump,3,salet(____y) -> north(__yy_) -> trump(ggggg)
trunk,3,salet(____y) -> north(y_yy_) -> trunk(ggggg)
truss,3,salet(y___y) -> gourd(__gy_) -> truss(ggggg)
trust,3,salet(y___g) -> frost(_g_gg) -> trust(ggggg)
truth,3,salet(____y) -> north(__ygg) -> truth(ggggg)
tryst,4,salet(y___g) -> frost(_g_gg) -> trust(gg_gg) -> tryst(ggggg)
