secret,turns,path
short,2,reast(y__yg) -> short(ggggg)
shout,3,reast(___yg) -> shunt(ggy_g) -> shout(ggggg)
shove,3,reast(_y_y_) -> spine(g___g) -> shove(ggggg)
shown,4,reast(___y_) -> slunk(g__y_) -> spoon(g_g_g) -> shown(ggggg)
showy,4,reast(___y_) -> slunk(g____) -> swoop(gyg__) -> showy(ggggg)
shrew,3,reast(yy_y_) -> speir(g_y_y) -> shrew(ggggg)
shrub,3,reast(y__y_) -> shorl(gg_y_) -> shrub(ggggg)
shrug,4,reast(y__y_) -> shorl(gg_y_) -> shrub(gggg_) -> shrug(ggggg)
shuck,3,reast(___y_) -> slunk(g_g_g) -> shuck(ggggg)
shunt,2,reast(___yg) -> shunt(ggggg)
shush,3,reast(___g_) -> floss(___gy) -> shush(ggggg)
shyly,4,reast(___y_) -> slunk(gy___) -> spoil(g___y) -> shyly(ggggg)
siege,4,reast(_y_y_) -> spine(g_y_g) -> sieve(ggg_g) -> siege(ggggg)
sieve,3,reast(_y_y_) -> spine(g_y_g) -> sieve(ggggg)
sight,3,reast(___yg) -> shunt(gy__g) -> sight(ggggg)
sigma,4,reast(__yy_) -> solan(g__y_) -> spica(g_y_g) -> sigma(ggggg)
silky,4,reast(___y_) -> slunk(gy__y) -> skill(gyyy_) -> silky(ggggg)
silly,4,reast(___y_) -> slunk(gy___) -> spoil(g__yy) -> silly(ggggg)
since,3,reast(_y_y_) -> spine(g_yyg) -> since(ggggg)
sinew,3,reast(_y_y_) -> spine(g_yyy) -> sinew(ggggg)
singe,4,reast(_y_y_) -> spine(g_yyg) -> since(ggg_g) -> singe(ggggg)
siren,4,reast(yy_y_) -> speir(g_yyy) -> shire(g_yyy) -> siren(ggggg)
sissy,4,reast(___g_) -> floss(___gy) -> shush(g__g_) -> sissy(ggggg)
sixth,4,reast(___yy) -> stylo(gy___) -> smith(g_ygg) -> sixth(ggggg)
sixty,3,reast(___yy) -> stylo(gyy__) -> sixty(ggggg)
skate,4,reast(_ygyy) -> slate(g_ggg) -> state(g_ggg) -> skate(ggggg)
skier,3,reast(yy_y_) -> speir(g_yyg) -> skier(ggggg)
skiff,4,reast(___y_) -> slunk(g___y) -> skimp(ggg__) -> skiff(ggggg)
skill,3,reast(___y_) -> slunk(gy__y) -> skill(ggggg)
skimp,3,reast(___y_) -> slunk(g___y) -> skimp(ggggg)
skirt,4,reast(y__yg) -> short(g__gg) -> spurt(g__gg) -> skirt(ggggg)
skulk,3,reast(___y_) -> slunk(gyg_g) -> skulk(ggggg)
skull,3,reast(___y_) -> slunk(gyg_y) -> skull(ggggg)
skunk,4,reast(___y_) -> slunk(g_ggg) -> spunk(g_ggg) -> skunk(ggggg)
slack,3,reast(__gy_) -> plans(_gg_y) -> slack(ggggg)
slain,3,reast(__gy_) -> plans(_ggyy) -> slain(ggggg)
slang,3,reast(__gy_) -> plans(_gggy) -> slang(ggggg)
slant,3,reast(__gyg) -> shalt(g_gyg) -> slant(ggggg)
slash,2,reast(__gg_) -> slash(ggggg)
slate,2,reast(_ygyy) -> slate(ggggg)
slave,2,reast(_ygy_) -> slave(ggggg)
sleek,4,reast(_y_y_) -> spine(g___y) -> shell(g_gy_) -> sleek(ggggg)
sleep,4,reast(_y_y_) -> spine(gy__y) -> shlep(g_ygg) -> sleep(ggggg)
sleet,3,reast(_y_yg) -> slept(ggg_g) -> sleet(ggggg)
slept,2,reast(_y_yg) -> slept(ggggg)
slice,4,reast(_y_y_) -> spine(g_g_g) -> slide(ggg_g) -> slice(ggggg)
slick,3,reast(___y_) -> slunk(gg__g) -> slick(ggggg)
slide,3,reast(_y_y_) -> spine(g_g_g) -> slide(ggggg)
slime,5,reast(_y_y_) -> spine(g_g_g) -> slide(ggg_g) -> slice(ggg_g) -> slime(ggggg)
slimy,3,reast(___y_) -> slunk(gg___) -> slimy(ggggg)
sling,3,reast(___y_) -> slunk(gg_g_) -> sling(ggggg)
slink,3,reast(___y_) -> slunk(gg_gg) -> slink(ggggg)
sloop,4,reast(___y_) -> slunk(gg___) -> slimy(gg___) -> sloop(ggggg)
slope,3,reast(_y_y_) -> spine(gy__g) -> slope(ggggg)
slosh,3,reast(___g_) -> floss(_gggy) -> slosh(ggggg)
sloth,3,reast(___yy) -> stylo(gy_yy) -> sloth(ggggg)
slump,3,reast(___y_) -> slunk(ggg__) -> slump(ggggg)
slung,3,reast(___y_) -> slunk(gggg_) -> slung(ggggg)
slunk,2,reast(___y_) -> slunk(ggggg)
slurp,3,reast(y__y_) -> shorl(g__gy) -> slurp(ggggg)
slush,3,reast(___g_) -> floss(_g_gy) -> slush(ggggg)
slyly,4,reast(___y_) -> slunk(gg___) -> slimy(gg__g) -> slyly(ggggg)
smack,3,reast(__gy_) -> plans(__g_y) -> smack(ggggg)
small,4,reast(__gy_) -> plans(_yg_y) -> scald(g_gg_) -> small(ggggg)
smart,2,reast(y_gyg) -> smart(ggggg)
smash,4,reast(__gg_) -> slash(g_ggg) -> swash(g_ggg) -> smash(ggggg)
smear,3,reast(yyyy_) -> shear(g_ggg) -> smear(ggggg)
smell,5,reast(_y_y_) -> spine(g___y) -> shell(g_ggg) -> swell(g_ggg) -> smell(ggggg)
smelt,3,reast(_y_yg) -> slept(gyg_g) -> smelt(ggggg)
smile,4,reast(_y_y_) -> spine(g_g_g) -> slide(gyg_g) -> smile(ggggg)
smirk,3,reast(y__y_) -> shorl(g__g_) -> smirk(ggggg)
smite,4,reast(_y_yy) -> stole(gy__g) -> stupe(gy__g) -> smite(ggggg)
smith,3,reast(___yy) -> stylo(gy___) -> smith(ggggg)
smock,4,reast(___y_) -> slunk(g___g) -> shock(g_ggg) -> smock(ggggg)
smoke,4,reast(_y_y_) -> spine(g___g) -> shove(g_g_g) -> smoke(ggggg)
smoky,4,reast(___y_) -> slunk(g___y) -> skimp(gy_y_) -> smoky(ggggg)
smote,3,reast(_y_yy) -> stole(gyg_g) -> smote(ggggg)
snack,4,reast(__gy_) -> plans(__gyy) -> snaky(gggy_) -> snack(ggggg)
snail,3,reast(__gy_) -> plans(_ygyy) -> snail(ggggg)
snake,4,reast(_ygy_) -> slave(g_g_g) -> spade(g_g_g) -> snake(ggggg)
snaky,3,reast(__gy_) -> plans(__gyy) -> snaky(ggggg)
snare,2,reast(yygy_) -> snare(ggggg)
snarl,4,reast(y_gy_) -> sharp(g_gg_) -> scary(g_gg_) -> snarl(ggggg)
sneak,3,reast(_yyy_) -> slane(g_yyy) -> sneak(ggggg)
sneer,3,reast(yy_y_) -> speir(g_g_g) -> sneer(ggggg)
snide,3,reast(_y_y_) -> spine(g_gyg) -> snide(ggggg)
sniff,4,reast(___y_) -> slunk(g__y_) -> spoon(g___y) -> sniff(ggggg)
snipe,3,reast(_y_y_) -> spine(gygyg) -> snipe(ggggg)
snoop,4,reast(___y_) -> slunk(g__y_) -> spoon(gyggy) -> snoop(ggggg)
snore,5,reast(yy_y_) -> speir(g_y_y) -> shrew(g_yy_) -> score(g_ggg) -> snore(ggggg)
snort,3,reast(y__yg) -> short(g_ggg) -> snort(ggggg)
snout,3,reast(___yg) -> shunt(g_yyg) -> snout(ggggg)
snowy,4,reast(___y_) -> slunk(g__y_) -> spoon(g_g_y) -> snowy(ggggg)
snuck,3,reast(___y_) -> slunk(g_gyg) -> snuck(ggggg)
snuff,3,reast(___y_) -> slunk(g_gy_) -> snuff(ggggg)
soapy,4,reast(__gy_) -> plans(y_g_y) -> swamp(g_g_y) -> soapy(ggggg)
sober,4,reast(yy_y_) -> speir(g_y_g) -> sower(gg_gg) -> sober(ggggg)
soggy,4,reast(___y_) -> slunk(g____) -> swoop(g_y__) -> soggy(ggggg)
solar,4,reast(y_yy_) -> sprag(g_yg_) -> sonar(gg_gg) -> solar(ggggg)
solid,4,reast(___y_) -> slunk(gy___) -> spoil(g_ygy) -> solid(ggggg)
solve,4,reast(_y_y_) -> spine(g___g) -> shove(g_ygg) -> solve(ggggg)
sonar,3,reast(y_yy_) -> sprag(g_yg_) -> sonar(ggggg)
sonic,4,reast(___y_) -> slunk(g__y_) -> spoon(g_y_y) -> sonic(ggggg)
sooth,3,reast(___yy) -> stylo(gy__y) -> sooth(ggggg)
sooty,3,reast(___yy) -> stylo(gyy_y) -> sooty(ggggg)
sorry,3,reast(y__y_) -> shorl(g_yg_) -> sorry(ggggg)
sound,3,reast(___y_) -> slunk(g_gg_) -> sound(ggggg)
south,4,reast(___yy) -> stylo(gy__y) -> sooth(gg_gg) -> south(ggggg)
sower,3,reast(yy_y_) -> speir(g_y_g) -> sower(ggggg)
space,4,reast(_ygy_) -> slave(g_g_g) -> spade(ggg_g) -> space(ggggg)
spade,3,reast(_ygy_) -> slave(g_g_g) -> spade(ggggg)
spank,3,reast(__gy_) -> plans(y_ggy) -> spank(ggggg)
spare,3,reast(yygy_) -> snare(g_ggg) -> spare(ggggg)
spark,3,reast(y_gy_) -> sharp(g_ggy) -> spark(ggggg)
spasm,3,reast(__gg_) -> slash(g_gg_) -> spasm(ggggg)
spawn,3,reast(__gy_) -> plans(y_gyy) -> spawn(ggggg)
speak,3,reast(_yyy_) -> slane(g_y_y) -> speak(ggggg)
spear,4,reast(yyyy_) -> shear(g_ggg) -> smear(g_ggg) -> spear(ggggg)
speck,4,reast(_y_y_) -> spine(gg__y) -> spelk(ggg_g) -> speck(ggggg)
speed,4,reast(_y_y_) -> spine(gg__y) -> spelk(ggg__) -> speed(ggggg)
spell,4,reast(_y_y_) -> spine(gg__y) -> spelk(gggg_) -> spell(ggggg)
spelt,3,reast(_y_yg) -> slept(gygyg) -> spelt(ggggg)
spend,3,reast(_y_y_) -> spine(gg_gy) -> spend(ggggg)
spent,3,reast(_y_yg) -> slept(g_gyg) -> spent(ggggg)
sperm,3,reast(yy_y_) -> speir(ggg_y) -> sperm(ggggg)
spice,4,reast(_y_y_) -> spine(ggg_g) -> spike(ggg_g) -> spice(ggggg)
spicy,4,reast(___y_) -> slunk(g____) -> swoop(g___y) -> spicy(ggggg)
spied,3,reast(_y_y_) -> spine(ggg_y) -> spied(ggggg)
spiel,4,reast(_y_y_) -> spine(ggg_y) -> spied(gggg_) -> spiel(ggggg)
spike,3,reast(_y_y_) -> spine(ggg_g) -> spike(ggggg)
spiky,4,reast(___y_) -> slunk(g___y) -> skimp(gyg_y) -> spiky(ggggg)
spill,4,reast(___y_) -> slunk(gy___) -> spoil(gg_yg) -> spill(ggggg)
spilt,4,reast(___yg) -> shunt(g___g) -> split(ggyyg) -> spilt(ggggg)
spine,2,reast(_y_y_) -> spine(ggggg)
spiny,3,reast(___y_) -> slunk(g__g_) -> spiny(ggggg)
spire,3,reast(yy_y_) -> speir(ggyyy) -> spire(ggggg)
spite,4,reast(_y_yy) -> stole(gy__g) -> stupe(gy_yg) -> spite(ggggg)
splat,2,reast(__yyg) -> splat(ggggg)
split,3,reast(___yg) -> shunt(g___g) -> split(ggggg)
spoil,3,reast(___y_) -> slunk(gy___) -> spoil(ggggg)
spoke,3,reast(_y_y_) -> spine(gg__g) -> spoke(ggggg)
spoof,4,reast(___y_) -> slunk(g____) -> swoop(g_ggy) -> spoof(ggggg)
spook,4,reast(___y_) -> slunk(g___g) -> shock(g_g_g) -> spook(ggggg)
spool,4,reast(___y_) -> slunk(gy___) -> spoil(ggg_g) -> spool(ggggg)
spoon,3,reast(___y_) -> slunk(g__y_) -> spoon(ggggg)
spore,4,reast(yy_y_) -> speir(ggy_y) -> spree(ggy_g) -> spore(ggggg)
sport,4,reast(y__yg) -> short(g_ggg) -> snort(g_ggg) -> sport(ggggg)
spout,4,reast(___yg) -> shunt(g_y_g) -> scout(g_ggg) -> spout(ggggg)
spray,3,reast(y_yy_) -> sprag(gggg_) -> spray(ggggg)
spree,3,reast(yy_y_) -> speir(ggy_y) -> spree(ggggg)
sprig,4,reast(y__y_) -> shorl(g__y_) -> scrum(g_g__) -> sprig(ggggg)
spunk,3,reast(___y_) -> slunk(g_ggg) -> spunk(ggggg)
spurn,4,reast(y__y_) -> shorl(g__g_) -> smirk(g__g_) -> spurn(ggggg)
spurt,3,reast(y__yg) -> short(g__gg) -> spurt(ggggg)
squad,4,reast(__yy_) -> solan(g__g_) -> sumac(gy_g_) -> squad(ggggg)
squat,3,reast(__yyg) -> splat(g__gg) -> squat(ggggg)
squib,3,reast(___y_) -> slunk(g_g__) -> squib(ggggg)
stack,4,reast(__gyy) -> stand(ggg__) -> stalk(ggg_g) -> stack(ggggg)
staff,4,reast(__gyy) -> stand(ggg__) -> stalk(ggg__) -> staff(ggggg)
stage,3,reast(_ygyy) -> slate(g_gyg) -> stage(ggggg)
staid,3,reast(__gyy) -> stand(ggg_g) -> staid(ggggg)
stain,3,reast(__gyy) -> stand(gggy_) -> stain(ggggg)
stair,3,reast(y_gyy) -> stark(gggy_) -> stair(ggggg)
stake,5,reast(_ygyy) -> slate(g_gyg) -> stage(ggg_g) -> stave(ggg_g) -> stake(ggggg)
stale,3,reast(_ygyy) -> slate(gygyg) -> stale(ggggg)
stalk,3,reast(__gyy) -> stand(ggg__) -> stalk(ggggg)
stall,4,reast(__gyy) -> stand(ggg__) -> stalk(gggg_) -> stall(ggggg)
stamp,5,reast(__gyy) -> stand(ggg__) -> stalk(ggg__) -> staff(ggg__) -> stamp(ggggg)
stand,2,reast(__gyy) -> stand(ggggg)
stank,3,reast(__gyy) -> stand(gggg_) -> stank(ggggg)
stare,2,reast(yygyy) -> stare(ggggg)
stark,2,reast(y_gyy) -> stark(ggggg)
start,3,reast(y_gyg) -> smart(g_ggg) -> start(ggggg)
stash,2,reast(__ggy) -> stash(ggggg)
state,3,reast(_ygyy) -> slate(g_ggg) -> state(ggggg)
stave,4,reast(_ygyy) -> slate(g_gyg) -> stage(ggg_g) -> stave(ggggg)
stead,6,reast(_yyyy) -> tabes(yy_yy) -> steam(gggg_) -> steak(gggg_) -> steal(gggg_) -> stead(ggggg)
steak,4,reast(_yyyy) -> tabes(yy_yy) -> steam(gggg_) -> steak(ggggg)
steal,5,reast(_yyyy) -> tabes(yy_yy) -> steam(gggg_) -> steak(gggg_) -> steal(ggggg)
steam,3,reast(_yyyy) -> tabes(yy_yy) -> steam(ggggg)
steed,4,reast(_y_yy) -> stole(gg__y) -> steep(gggg_) -> steed(ggggg)
steel,3,reast(_y_yy) -> stole(gg_yy) -> steel(ggggg)
steep,3,reast(_y_yy) -> stole(gg__y) -> steep(ggggg)
steer,3,reast(yy_yy) -> stern(gggy_) -> steer(ggggg)
stein,4,reast(_y_yy) -> stole(gg__y) -> steep(ggg__) -> stein(ggggg)
stern,2,reast(yy_yy) -> stern(ggggg)
stick,4,reast(___yy) -> stylo(gg___) -> stunk(gg__g) -> stick(ggggg)
stiff,4,reast(___yy) -> stylo(gg___) -> stunk(gg___) -> stiff(ggggg)
still,3,reast(___yy) -> stylo(gg_g_) -> still(ggggg)
stilt,4,reast(___yg) -> shunt(g___g) -> split(g_yyg) -> stilt(ggggg)
sting,4,reast(___yy) -> stylo(gg___) -> stunk(gg_g_) -> sting(ggggg)
stink,4,reast(___yy) -> stylo(gg___) -> stunk(gg_gg) -> stink(ggggg)
stint,3,reast(___yg) -> shunt(g__gg) -> stint(ggggg)
stock,4,reast(___yy) -> stylo(gg__y) -> stoop(ggg__) -> stock(ggggg)
stoic,5,reast(___yy) -> stylo(gg__y) -> stoop(ggg__) -> stock(gggy_) -> stoic(ggggg)
stoke,3,reast(_y_yy) -> stole(ggg_g) -> stoke(ggggg)
stole,2,reast(_y_yy) -> stole(ggggg)
stomp,4,reast(___yy) -> stylo(gg__y) -> stoop(ggg_g) -> stomp(ggggg)
stone,4,reast(_y_yy) -> stole(ggg_g) -> stoke(ggg_g) -> stone(ggggg)
stony,3,reast(___yy) -> stylo(ggy_y) -> stony(ggggg)
stood,4,reast(___yy) -> stylo(gg__y) -> stoop(gggg_) -> stood(ggggg)
stool,3,reast(___yy) -> stylo(gg_yy) -> stool(ggggg)
stoop,3,reast(___yy) -> stylo(gg__y) -> stoop(ggggg)
store,3,reast(yy_yy) -> stern(ggyg_) -> store(ggggg)
stork,2,reast(y__yy) -> stork(ggggg)
storm,3,reast(y__yy) -> stork(gggg_) -> storm(ggggg)
story,4,reast(y__yy) -> stork(gggg_) -> storm(gggg_) -> story(ggggg)
stout,5,reast(___yg) -> shunt(g_y_g) -> scout(g_ggg) -> spout(g_ggg) -> stout(ggggg)
stove,5,reast(_y_yy) -> stole(ggg_g) -> stoke(ggg_g) -> stone(ggg_g) -> stove(ggggg)
strap,3,reast(y_yyy) -> satyr(gyy_y) -> strap(ggggg)
straw,4,reast(y_yyy) -> satyr(gyy_y) -> strap(gggg_) -> straw(ggggg)
stray,3,reast(y_yyy) -> satyr(gyyyy) -> stray(ggggg)
strip,3,reast(y__yy) -> stork(gg_y_) -> strip(ggggg)
strut,3,reast(y__yg) -> short(g__yg) -> strut(ggggg)
stuck,4,reast(___yy) -> stylo(gg___) -> stunk(ggg_g) -> stuck(ggggg)
study,3,reast(___yy) -> stylo(ggy__) -> study(ggggg)
stuff,5,reast(___yy) -> stylo(gg___) -> stunk(ggg__) -> stump(ggg__) -> stuff(ggggg)
stump,4,reast(___yy) -> stylo(gg___) -> stunk(ggg__) -> stump(ggggg)
stung,4,reast(___yy) -> stylo(gg___) -> stunk(gggg_) -> stung(ggggg)
stunk,3,reast(___yy) -> stylo(gg___) -> stunk(ggggg)
stunt,3,reast(___yg) -> shunt(g_ggg) -> stunt(ggggg)
style,3,reast(_y_yy) -> stole(gg_gg) -> style(ggggg)
suave,3,reast(_ygy_) -> slave(g_ggg) -> suave(ggggg)
sugar,3,reast(y_yy_) -> sprag(g_ygy) -> sugar(ggggg)
suing,3,reast(___y_) -> slunk(g_yg_) -> suing(ggggg)
suite,4,reast(_y_yy) -> stole(gy__g) -> stupe(gyy_g) -> suite(ggggg)
sulky,3,reast(___y_) -> slunk(gyy_y) -> sulky(ggggg)
sully,3,reast(___y_) -> slunk(gyy__) -> sully(ggggg)
sumac,3,reast(__yy_) -> solan(g__g_) -> sumac(ggggg)
sunny,4,reast(___y_) -> slunk(g_yg_) -> suing(gg_g_) -> sunny(ggggg)
super,3,reast(yy_y_) -> speir(gyy_g) -> super(ggggg)
surer,4,reast(yy_y_) -> speir(g_y_g) -> sower(g__gg) -> surer(ggggg)
surge,4,reast(yy_y_) -> speir(g_y_y) -> shrew(g_gy_) -> surge(ggggg)
surly,3,reast(y__y_) -> shorl(g__yy) -> surly(ggggg)
sushi,3,reast(___y_) -> slunk(g_y__) -> sushi(ggggg)
swami,4,reast(__gy_) -> plans(__g_y) -> smack(gyg__) -> swami(ggggg)
swamp,3,reast(__gy_) -> plans(y_g_y) -> swamp(ggggg)
swarm,5,reast(y_gy_) -> sharp(g_gg_) -> scary(g_gg_) -> snarl(g_gg_) -> swarm(ggggg)
swash,3,reast(__gg_) -> slash(g_ggg) -> swash(ggggg)
swath,3,reast(__gyy) -> stand(gyg__) -> swath(ggggg)
swear,5,reast(yyyy_) -> shear(g_ggg) -> smear(g_ggg) -> spear(g_ggg) -> swear(ggggg)
sweat,2,reast(_yyyg) -> sweat(ggggg)
sweep,4,reast(_y_y_) -> spine(gy__y) -> shlep(g__gg) -> sweep(ggggg)
sweet,3,reast(_y_yg) -> slept(g_g_g) -> sweet(ggggg)
swell,4,reast(_y_y_) -> spine(g___y) -> shell(g_ggg) -> swell(ggggg)
swept,3,reast(_y_yg) -> slept(g_ggg) -> swept(ggggg)
swift,4,reast(___yg) -> shunt(g___g) -> split(g__yg) -> swift(ggggg)
swill,4,reast(___y_) -> slunk(gy___) -> spoil(g__yg) -> swill(ggggg)
swine,4,reast(_y_y_) -> spine(g_ggg) -> shine(g_ggg) -> swine(ggggg)
swing,4,reast(___y_) -> slunk(g__g_) -> spiny(g_gg_) -> swing(ggggg)
swirl,3,reast(y__y_) -> shorl(g__gg) -> swirl(ggggg)
swish,4,reast(___g_) -> floss(___gy) -> shush(g__gg) -> swish(ggggg)
swoon,4,reast(___y_) -> slunk(g__y_) -> spoon(g_ggg) -> swoon(ggggg)
swoop,3,reast(___y_) -> slunk(g____) -> swoop(ggggg)
sword,4,reast(y__y_) -> shorl(g_gg_) -> sworn(gggg_) -> sword(ggggg)
swore,4,reast(yy_y_) -> speir(g_y_y) -> shrew(g_yyy) -> swore(ggggg)
sworn,3,reast(y__y_) -> shorl(g_gg_) -> sworn(ggggg)
swung,4,reast(___y_) -> slunk(g_gg_) -> sound(g_gg_) -> swung(ggggg)
synod,4,reast(___y_) -> slunk(g__y_) -> spoon(g__gy) -> synod(ggggg)
syrup,4,reast(y__y_) -> shorl(g__y_) -> scrum(g_gg_) -> syrup(ggggg)
tabby,3,reast(__y_y) -> batty(ygy_g) -> tabby(ggggg)
table,3,reast(_yy_y) -> latte(ygy_g) -> table(ggggg)
taboo,3,reast(__y_y) -> batty(ygy__) -> taboo(ggggg)
tacit,3,reast(__y_g) -> atilt(yyy_g) -> tacit(ggggg)
tacky,4,reast(__y_y) -> batty(_gy_g) -> canty(yg_yg) -> tacky(ggggg)
taffy,4,reast(__y_y) -> batty(_gy_g) -> canty(_g_yg) -> taffy(ggggg)
taint,3,reast(__y_g) -> atilt(yyg_g) -> taint(ggggg)
taken,3,reast(_yy_y) -> latte(_gy_y) -> taken(ggggg)
taker,5,reast(yyy_y) -> later(_gygg) -> tamer(gg_gg) -> taper(gg_gg) -> taker(ggggg)
tally,5,reast(__y_y) -> batty(_gy_g) -> canty(_g_yg) -> taffy(gg__g) -> tally(ggggg)
talon,4,reast(__y_y) -> batty(_gy__) -> tango(ggy_y) -> talon(ggggg)
tamer,3,reast(yyy_y) -> later(_gygg) -> tamer(ggggg)
tango,3,reast(__y_y) -> batty(_gy__) -> tango(ggggg)
tangy,4,reast(__y_y) -> batty(_gy_g) -> canty(_ggyg) -> tangy(ggggg)
taper,4,reast(yyy_y) -> later(_gygg) -> tamer(gg_gg) -> taper(ggggg)
tapir,3,reast(y_y_y) -> talar(gg__g) -> tapir(ggggg)
tardy,3,reast(y_y_y) -> talar(gg__y) -> tardy(ggggg)
tarot,3,reast(y_y_g) -> carat(_gg_g) -> tarot(ggggg)
taste,3,reast(_yyyy) -> tabes(gg_yy) -> taste(ggggg)
tasty,3,reast(__yyy) -> tansy(gg_yg) -> tasty(ggggg)
tatty,4,reast(__y_y) -> batty(_gggg) -> fatty(_gggg) -> tatty(ggggg)
taunt,3,reast(__y_g) -> atilt(yy__g) -> taunt(ggggg)
tawny,4,reast(__y_y) -> batty(_gy_g) -> canty(_gyyg) -> tawny(ggggg)
teach,3,reast(_gg_y) -> death(_ggyg) -> teach(ggggg)
teary,2,reast(ygg_y) -> teary(ggggg)
tease,2,reast(_gggy) -> tease(ggggg)
teddy,4,reast(_g__y) -> depth(yg_y_) -> fetid(_gy_y) -> teddy(ggggg)
teeth,4,reast(_g__y) -> depth(_g_gg) -> tenth(gg_gg) -> teeth(ggggg)
tempo,3,reast(_g__y) -> depth(_gyy_) -> tempo(ggggg)
tenet,3,reast(_g__g) -> debit(_g__g) -> tenet(ggggg)
tenor,3,reast(yg__y) -> metro(_gyyy) -> tenor(ggggg)
tense,2,reast(_g_gy) -> tense(ggggg)
tenth,3,reast(_g__y) -> depth(_g_gg) -> tenth(ggggg)
tepee,3,reast(_g__y) -> depth(_ggy_) -> tepee(ggggg)
tepid,3,reast(_g__y) -> depth(yggy_) -> tepid(ggggg)
terra,2,reast(ygy_y) -> terra(ggggg)
terse,2,reast(yg_gy) -> terse(ggggg)
testy,3,reast(_g_yy) -> yetts(ygygy) -> testy(ggggg)
thank,3,reast(__g_y) -> loath(__gyy) -> thank(ggggg)
theft,4,reast(_y__g) -> civet(___yg) -> dwelt(__g_g) -> theft(ggggg)
their,3,reast(yy__y) -> toter(g__yg) -> their(ggggg)
theme,4,reast(_y__y) -> title(g___g) -> thyme(gg_gg) -> theme(ggggg)
there,4,reast(yy__y) -> toter(g__yy) -> truce(gy__g) -> there(ggggg)
these,2,reast(_y_gy) -> these(ggggg)
theta,3,reast(_yy_y) -> latte(_yygy) -> theta(ggggg)
thick,4,reast(____y) -> ponty(___y_) -> width(_y_yy) -> thick(ggggg)
thief,3,reast(_y__y) -> title(gy__y) -> thief(ggggg)
thigh,4,reast(____y) -> ponty(___y_) -> width(_y_yg) -> thigh(ggggg)
thing,3,reast(____y) -> ponty(__yy_) -> thing(ggggg)
think,4,reast(____y) -> ponty(__yy_) -> thing(gggg_) -> think(ggggg)
third,3,reast(y___y) -> throw(ggy__) -> third(ggggg)
thong,3,reast(____y) -> ponty(_yyy_) -> thong(ggggg)
thorn,3,reast(y___y) -> throw(ggyy_) -> thorn(ggggg)
those,3,reast(_y_gy) -> these(gg_gg) -> those(ggggg)
three,4,reast(yy__y) -> toter(g__gy) -> threw(gggg_) -> three(ggggg)
threw,3,reast(yy__y) -> toter(g__gy) -> threw(ggggg)
throb,3,reast(y___y) -> throw(gggg_) -> throb(ggggg)
throw,2,reast(y___y) -> throw(ggggg)
thrum,3,reast(y___y) -> throw(ggg__) -> thrum(ggggg)
thumb,4,reast(____y) -> ponty(___y_) -> width(___yy) -> thumb(ggggg)
thump,4,reast(____y) -> ponty(y__y_) -> tulip(gy__g) -> thump(ggggg)
thyme,3,reast(_y__y) -> title(g___g) -> thyme(ggggg)
tiara,3,reast(y_g_y) -> trail(gygy_) -> tiara(ggggg)
tibia,4,reast(__y_y) -> batty(yyy__) -> tubal(g_gy_) -> tibia(ggggg)
tidal,4,reast(__y_y) -> batty(_yy__) -> tonga(g___y) -> tidal(ggggg)
tiger,5,reast(yy__y) -> toter(g__gg) -> tuber(g__gg) -> timer(gg_gg) -> tiger(ggggg)
tight,5,reast(____g) -> flint(__y_g) -> vomit(___yg) -> wight(_gggg) -> tight(ggggg)
tilde,3,reast(_y__y) -> title(gg_yg) -> tilde(ggggg)
timer,4,reast(yy__y) -> toter(g__gg) -> tuber(g__gg) -> timer(ggggg)
timid,4,reast(____y) -> ponty(___y_) -> width(_gyy_) -> timid(ggggg)
tipsy,2,reast(___gy) -> tipsy(ggggg)
titan,4,reast(__y_y) -> batty(_ygy_) -> total(g_gg_) -> titan(ggggg)
tithe,3,reast(_y__y) -> title(ggg_g) -> tithe(ggggg)
title,2,reast(_y__y) -> title(ggggg)
toast,2,reast(__ggg) -> toast(ggggg)
today,3,reast(__y_y) -> batty(_yy_g) -> today(ggggg)
toddy,4,reast(____y) -> ponty(_g_yg) -> hotly(_gy_g) -> toddy(ggggg)
token,4,reast(_y__y) -> title(g___y) -> tweed(g__g_) -> token(ggggg)
tonal,4,reast(__y_y) -> batty(_yy__) -> tonga(ggg_y) -> tonal(ggggg)
tonga,3,reast(__y_y) -> batty(_yy__) -> tonga(ggggg)
tonic,3,reast(____y) -> ponty(_ggy_) -> tonic(ggggg)
tooth,4,reast(____y) -> ponty(_g_g_) -> motto(_gygy) -> tooth(ggggg)
topaz,4,reast(__y_y) -> batty(_yy__) -> tonga(gg__y) -> topaz(ggggg)
topic,3,reast(____y) -> ponty(yg_y_) -> topic(ggggg)
torch,3,reast(y___y) -> throw(gygy_) -> torch(ggggg)
torso,3,reast(y__gy) -> truss(gy_g_) -> torso(ggggg)
torus,3,reast(y__yy) -> stork(yyyy_) -> torus(ggggg)
total,3,reast(__y_y) -> batty(_ygy_) -> total(ggggg)
totem,3,reast(_y__y) -> title(g_g_y) -> totem(ggggg)
touch,4,reast(____y) -> ponty(_g_y_) -> tough(ggg_g) -> touch(ggggg)
tough,3,reast(____y) -> ponty(_g_y_) -> tough(ggggg)
towel,3,reast(_y__y) -> title(g__yy) -> towel(ggggg)
tower,3,reast(yy__y) -> toter(gg_gg) -> tower(ggggg)
